panel,system,radius_angstrom,orbital,ri_ao_ratio,rs_ao_ratio,coverage,recomputed_meV,plotted_recomputed_meV,published_meV,difference_meV,p95_abs_error_meV,max_abs_error_meV,worst_molecule,worst_signed_error_meV,reference_status
m,Si293H172,0.5,HOMO,2,9,1/1,50,50,43,7,50,50,Si293H172,50,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,10,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,2,1/1,899,899,899,0,899,899,Si293H172,899,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,3,1/1,372,372,275,97,372,372,Si293H172,372,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,4,1/1,469,469,187,282,469,469,Si293H172,469,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,5,1/1,401,401,350,51,401,401,Si293H172,401,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,6,1/1,380,380,380,0,380,380,Si293H172,380,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,7,1/1,142,142,142,0,142,142,Si293H172,142,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,8,1/1,103,103,103,0,103,103,Si293H172,103,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,3,9,1/1,41,41,33,8,41,41,Si293H172,41,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,10,1/1,34,34,35,-1,34,34,Si293H172,-34,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,2,1/1,895,895,895,0,895,895,Si293H172,895,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,3,1/1,370,370,272,98,370,370,Si293H172,370,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,4,1/1,467,467,185,282,467,467,Si293H172,467,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,5,1/1,399,399,348,51,399,399,Si293H172,399,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,6,1/1,379,379,379,0,379,379,Si293H172,379,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,7,1/1,142,142,141,1,142,142,Si293H172,142,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,8,1/1,100,100,100,0,100,100,Si293H172,100,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,4,9,1/1,37,37,29,8,37,37,Si293H172,37,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,10,1/1,22,22,22,0,22,22,Si293H172,-22,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,2,1/1,893,893,893,0,893,893,Si293H172,893,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,3,1/1,367,367,270,97,367,367,Si293H172,367,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,4,1/1,465,465,183,282,465,465,Si293H172,465,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,5,1/1,397,397,346,51,397,397,Si293H172,397,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,6,1/1,377,377,377,0,377,377,Si293H172,377,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,7,1/1,138,138,138,0,138,138,Si293H172,138,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,8,1/1,98,98,98,0,98,98,Si293H172,98,provisional_non_tensor_values_used_by_current_manuscript
m,Si293H172,0.5,HOMO,5,9,1/1,33,33,26,7,33,33,Si293H172,33,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,10,1/1,70,70,70,0,70,70,Si293H172,-70,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,2,1/1,520,520,520,0,520,520,Si293H172,-520,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,3,1/1,316,316,316,0,316,316,Si293H172,-316,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,4,1/1,748,748,748,0,748,748,Si293H172,-748,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,5,1/1,384,384,384,0,384,384,Si293H172,-384,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,6,1/1,220,220,220,0,220,220,Si293H172,-220,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,7,1/1,146,146,146,0,146,146,Si293H172,-146,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,8,1/1,112,112,112,0,112,112,Si293H172,-112,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,2,9,1/1,97,97,97,0,97,97,Si293H172,-97,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,10,1/1,26,26,26,0,26,26,Si293H172,-26,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,2,1/1,526,526,526,0,526,526,Si293H172,-526,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,3,1/1,319,319,319,0,319,319,Si293H172,-319,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,4,1/1,753,753,753,0,753,753,Si293H172,-753,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,5,1/1,387,387,387,0,387,387,Si293H172,-387,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,6,1/1,220,220,220,0,220,220,Si293H172,-220,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,7,1/1,136,136,136,0,136,136,Si293H172,-136,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,8,1/1,112,112,112,0,112,112,Si293H172,-112,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,3,9,1/1,95,95,95,0,95,95,Si293H172,-95,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,10,1/1,24,24,24,0,24,24,Si293H172,-24,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,2,1/1,530,530,530,0,530,530,Si293H172,-530,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,3,1/1,322,322,322,0,322,322,Si293H172,-322,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,4,1/1,756,756,756,0,756,756,Si293H172,-756,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,5,1/1,389,389,389,0,389,389,Si293H172,-389,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,6,1/1,222,222,222,0,222,222,Si293H172,-222,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,7,1/1,138,138,138,0,138,138,Si293H172,-138,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,8,1/1,107,107,107,0,107,107,Si293H172,-107,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,4,9,1/1,91,91,91,0,91,91,Si293H172,-91,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,10,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,2,1/1,532,532,532,0,532,532,Si293H172,-532,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,3,1/1,323,323,323,0,323,323,Si293H172,-323,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,4,1/1,757,757,757,0,757,757,Si293H172,-757,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,5,1/1,390,390,390,0,390,390,Si293H172,-390,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,6,1/1,222,222,222,0,222,222,Si293H172,-222,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,7,1/1,135,135,135,0,135,135,Si293H172,-135,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,8,1/1,104,104,104,0,104,104,Si293H172,-104,provisional_non_tensor_values_used_by_current_manuscript
n,Si293H172,0.5,LUMO,5,9,1/1,87,87,87,0,87,87,Si293H172,-87,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,10,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,2,1/1,340,340,340,0,340,340,Si293H172,340,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,3,1/1,130,130,130,0,130,130,Si293H172,130,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,4,1/1,64,64,64,0,64,64,Si293H172,64,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,5,1/1,9,9,9,0,9,9,Si293H172,9,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,6,1/1,2,2,2,0,2,2,Si293H172,2,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,7,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,8,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,2,9,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,10,1/1,3,3,3,0,3,3,Si293H172,-3,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,2,1/1,334,334,334,0,334,334,Si293H172,334,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,3,1/1,124,124,124,0,124,124,Si293H172,124,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,4,1/1,60,60,60,0,60,60,Si293H172,60,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,5,1/1,5,5,5,0,5,5,Si293H172,5,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,6,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,7,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,8,1/1,3,3,3,0,3,3,Si293H172,-3,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,3,9,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,10,1/1,3,3,3,0,3,3,Si293H172,-3,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,2,1/1,330,330,330,0,330,330,Si293H172,330,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,3,1/1,122,122,122,0,122,122,Si293H172,122,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,4,1/1,59,59,59,0,59,59,Si293H172,59,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,5,1/1,5,5,5,0,5,5,Si293H172,5,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,6,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,7,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,8,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,4,9,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,10,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,2,1/1,327,327,327,0,327,327,Si293H172,327,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,3,1/1,119,119,119,0,119,119,Si293H172,119,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,4,1/1,57,57,57,0,57,57,Si293H172,57,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,5,1/1,3,3,3,0,3,3,Si293H172,3,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,6,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,7,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,8,1/1,6,6,6,0,6,6,Si293H172,-6,provisional_non_tensor_values_used_by_current_manuscript
o,Si293H172,3.0,HOMO,5,9,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,10,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,2,1/1,165,165,165,0,165,165,Si293H172,-165,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,3,1/1,74,74,74,0,74,74,Si293H172,-74,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,4,1/1,39,39,39,0,39,39,Si293H172,-39,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,5,1/1,17,17,17,0,17,17,Si293H172,-17,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,6,1/1,6,6,6,0,6,6,Si293H172,-6,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,7,1/1,3,3,3,0,3,3,Si293H172,-3,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,8,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,2,9,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,10,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,2,1/1,170,170,170,0,170,170,Si293H172,-170,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,3,1/1,72,72,72,0,72,72,Si293H172,-72,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,4,1/1,38,38,38,0,38,38,Si293H172,-38,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,5,1/1,14,14,14,0,14,14,Si293H172,-14,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,6,1/1,3,3,3,0,3,3,Si293H172,-3,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,7,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,8,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,3,9,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,10,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,2,1/1,172,172,172,0,172,172,Si293H172,-172,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,3,1/1,76,76,76,0,76,76,Si293H172,-76,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,4,1/1,40,40,40,0,40,40,Si293H172,-40,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,5,1/1,15,15,15,0,15,15,Si293H172,-15,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,6,1/1,6,6,6,0,6,6,Si293H172,-6,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,7,1/1,3,3,3,0,3,3,Si293H172,-3,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,8,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,4,9,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,10,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,2,1/1,173,173,173,0,173,173,Si293H172,-173,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,3,1/1,75,75,75,0,75,75,Si293H172,-75,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,4,1/1,39,39,39,0,39,39,Si293H172,-39,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,5,1/1,14,14,14,0,14,14,Si293H172,-14,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,6,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,7,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,8,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
p,Si293H172,3.0,LUMO,5,9,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,10,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,2,1/1,305,305,305,0,305,305,Si293H172,305,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,3,1/1,74,74,74,0,74,74,Si293H172,74,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,4,1/1,28,28,28,0,28,28,Si293H172,28,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,5,1/1,2,2,2,0,2,2,Si293H172,2,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,6,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,7,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,8,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,2,9,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,10,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,2,1/1,298,298,298,0,298,298,Si293H172,298,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,3,1/1,68,68,68,0,68,68,Si293H172,68,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,4,1/1,24,24,24,0,24,24,Si293H172,24,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,5,1/1,3,3,3,0,3,3,Si293H172,-3,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,6,1/1,6,6,6,0,6,6,Si293H172,-6,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,7,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,8,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,3,9,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,10,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,2,1/1,295,295,295,0,295,295,Si293H172,295,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,3,1/1,66,66,66,0,66,66,Si293H172,66,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,4,1/1,23,23,23,0,23,23,Si293H172,23,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,5,1/1,3,3,3,0,3,3,Si293H172,-3,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,6,1/1,6,6,6,0,6,6,Si293H172,-6,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,7,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,8,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,4,9,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,10,1/1,6,6,6,0,6,6,Si293H172,-6,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,2,1/1,292,292,292,0,292,292,Si293H172,292,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,3,1/1,64,64,64,0,64,64,Si293H172,64,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,4,1/1,20,20,20,0,20,20,Si293H172,20,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,5,1/1,6,6,6,0,6,6,Si293H172,-6,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,6,1/1,9,9,9,0,9,9,Si293H172,-9,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,7,1/1,7,7,7,0,7,7,Si293H172,-7,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,8,1/1,7,7,7,0,7,7,Si293H172,-7,provisional_non_tensor_values_used_by_current_manuscript
q,Si293H172,5.0,HOMO,5,9,1/1,7,7,7,0,7,7,Si293H172,-7,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,10,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,2,1/1,9,9,9,0,9,9,Si293H172,9,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,3,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,4,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,5,1/1,8,8,8,0,8,8,Si293H172,-8,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,6,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,7,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,8,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,2,9,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,10,1/1,2,2,2,0,2,2,Si293H172,2,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,2,1/1,8,8,8,0,8,8,Si293H172,8,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,3,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,4,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,5,1/1,2,2,2,0,2,2,Si293H172,-2,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,6,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,7,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,8,1/1,2,2,2,0,2,2,Si293H172,2,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,3,9,1/1,2,2,2,0,2,2,Si293H172,2,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,10,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,2,1/1,3,3,3,0,3,3,Si293H172,3,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,3,1/1,6,6,6,0,6,6,Si293H172,-6,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,4,1/1,7,7,7,0,7,7,Si293H172,-7,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,5,1/1,4,4,4,0,4,4,Si293H172,-4,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,6,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,7,1/1,1,1,1,0,1,1,Si293H172,-1,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,8,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,4,9,1/1,0,1,1,0,0,0,Si293H172,0,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,5,10,1/1,1,1,1,0,1,1,Si293H172,1,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,5,2,1/1,4,4,4,0,4,4,Si293H172,4,provisional_non_tensor_values_used_by_current_manuscript
r,Si293H172,5.0,LUMO,5,3,1/1,5,5,5,0,5,5,Si293H172,-5,provisional_non_tensor_values_used_by_current_manuscript
